review_text,rating,date,bank_name,source
The sum is good.,3,2025-03-30,Commercial Bank of Ethiopia,Google Play
best of bests,5,2025-03-30,Commercial Bank of Ethiopia,Google Play
am happy thank you CBE🫡,5,2025-03-30,Commercial Bank of Ethiopia,Google Play
it's very nice 👍.,5,2025-03-30,Commercial Bank of Ethiopia,Google Play
👍,5,2025-03-30,Commercial Bank of Ethiopia,Google Play
"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",3,2025-03-30,Commercial Bank of Ethiopia,Google Play
Very good,5,2025-03-30,Commercial Bank of Ethiopia,Google Play
halan garidhaa cbe,5,2025-03-30,Commercial Bank of Ethiopia,Google Play
best apps for useing,5,2025-03-30,Commercial Bank of Ethiopia,Google Play
like it,5,2025-03-29,Commercial Bank of Ethiopia,Google Play
good,5,2025-03-29,Commercial Bank of Ethiopia,Google Play
Good apps ...But fix the screenshot its not easy like before ......,5,2025-03-29,Commercial Bank of Ethiopia,Google Play
l love it,5,2025-03-29,Commercial Bank of Ethiopia,Google Play
"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",5,2025-03-29,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-29,Commercial Bank of Ethiopia,Google Play
in this update why screenshoot is disabled now it's not working,1,2025-03-28,Commercial Bank of Ethiopia,Google Play
good,5,2025-03-28,Commercial Bank of Ethiopia,Google Play
"realy I donot seen like this application ! fast ,safe ande confortable",5,2025-03-28,Commercial Bank of Ethiopia,Google Play
Excellent but needed upgrading!,5,2025-03-28,Commercial Bank of Ethiopia,Google Play
Best app,5,2025-03-28,Commercial Bank of Ethiopia,Google Play
goods app!! pleace update this apps??,4,2025-03-28,Commercial Bank of Ethiopia,Google Play
"The latest update prevents taking screenshots, which is really annoying! please allow us to take screenshots! we need it for evidence (particularly, in case of transfer failure!).",1,2025-03-27,Commercial Bank of Ethiopia,Google Play
wow,5,2025-03-27,Commercial Bank of Ethiopia,Google Play
Fantastic app! I appreciate it very much,5,2025-03-27,Commercial Bank of Ethiopia,Google Play
Convenient app,5,2025-03-27,Commercial Bank of Ethiopia,Google Play
Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,1,2025-03-26,Commercial Bank of Ethiopia,Google Play
Good,5,2025-03-26,Commercial Bank of Ethiopia,Google Play
It crashes multiple times everytime you launch it. Fix it. Edit: crash fixed but screenshots has been disabled. I don't know who thought this was a good idea.,1,2025-03-26,Commercial Bank of Ethiopia,Google Play
why why u remove screen shoot😡😡,2,2025-03-26,Commercial Bank of Ethiopia,Google Play
good,5,2025-03-26,Commercial Bank of Ethiopia,Google Play
"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",1,2025-03-26,Commercial Bank of Ethiopia,Google Play
very nice one,5,2025-03-26,Commercial Bank of Ethiopia,Google Play
good application,5,2025-03-25,Commercial Bank of Ethiopia,Google Play
problem solver and the best fast app,5,2025-03-25,Commercial Bank of Ethiopia,Google Play
ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,5,2025-03-25,Commercial Bank of Ethiopia,Google Play
nice,5,2025-03-25,Commercial Bank of Ethiopia,Google Play
Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,3,2025-03-25,Commercial Bank of Ethiopia,Google Play
ok,5,2025-03-25,Commercial Bank of Ethiopia,Google Play
you must added dark mode options ❗,3,2025-03-25,Commercial Bank of Ethiopia,Google Play
good,5,2025-03-25,Commercial Bank of Ethiopia,Google Play
Thank you,5,2025-03-25,Commercial Bank of Ethiopia,Google Play
cbe,5,2025-03-25,Commercial Bank of Ethiopia,Google Play
ممتاز جدا جدا,5,2025-03-24,Commercial Bank of Ethiopia,Google Play
very nice and convenient app,5,2025-03-24,Commercial Bank of Ethiopia,Google Play
there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,2,2025-03-24,Commercial Bank of Ethiopia,Google Play
👍👍👍,5,2025-03-24,Commercial Bank of Ethiopia,Google Play
Very good,5,2025-03-24,Commercial Bank of Ethiopia,Google Play
Great experience so far but why this app ain't working while developer mode is on?,4,2025-03-24,Commercial Bank of Ethiopia,Google Play
why did the screen shot stopped ?????,3,2025-03-24,Commercial Bank of Ethiopia,Google Play
nice,5,2025-03-24,Commercial Bank of Ethiopia,Google Play
Best app,5,2025-03-24,Commercial Bank of Ethiopia,Google Play
it's genuine app..,5,2025-03-24,Commercial Bank of Ethiopia,Google Play
okay 👌👍,5,2025-03-24,Commercial Bank of Ethiopia,Google Play
